I105	0.304176
I106	0.311532
I110	0.316853
I118	0.316853
I12	0.77885
I147	0.476711
I148	0.483009
I150	0.517813
I151	0.520472
I157	0.520835
I163	0.528669
I172	0.732884
I175	1.16478
I176	1.16478
I177	1.28112
I178	1.28112
I180	1.28562
I181	1.35656
I182	1.38967
I184	1.40929
I185	1.44032
I2	0.736507
I201	1.35656
I207	1.88185
I211	1.28562
I212	1.29339
I221	1.28562
I23	0.789483
I233	1.28562
I239	1.28562
I24	0.793955
I244	1.28562
I245	1.35159
I248	1.28562
I25	0.800164
I255	1.28689
I26	1.41269
I262	1.80968
I275	1.34982
I283	1.31045
I284	1.31045
I285	1.31045
I286	1.33408
I287	1.3522
I3	1.44802
I30	0.288762
I301	1.31045
I308	1.31671
I31	0.288762
I32	0.292432
I328	1.32407
I33	0.341546
I338	3.48494
I34	0.342311
I35	0.347113
I350	1.38963
I351	1.39932
I36	0.347113
I365	1.43542
I366	1.43873
I368	1.44867
I369	1.51894
I373	2.10774
I39	0.381722
I406	1.16478
I407	1.16478
I415	1.18263
I443	1.36834
I450	1.85783
I452	1.96507
I466	1.85783
I468	1.85783
I469	1.85783
I478	1.48571
I492	1.50491
I493	1.53673
I496	1.55787
I500	1.51985
I501	1.5258
I505	1.53708
I528	5.81192
I534	1.62321
I535	1.63755
I538	1.67001
I54	0.346745
I541	1.68329
I56	0.346745
I57	0.346745
I6	2.7105
I64	0.346745
I66	0.369058
I70	0.352891
I78	0.350588
I79	0.401703
I93	0.415596
I94	0.426936
I97	0.447708
I98	0.468446
