I105	0.994115
I106	1.00544
I110	1.00682
I118	1.02904
I12	0.834444
I147	0.992172
I148	0.995368
I150	1.0222
I151	1.02591
I157	1.02249
I163	1.03504
I172	1.45173
I175	0.679332
I176	0.742014
I177	0.859111
I178	0.859329
I180	0.881758
I181	0.907673
I182	0.911264
I184	0.912522
I185	0.914421
I2	0.6659
I201	0.919226
I207	1.63909
I211	0.89373
I212	0.90108
I221	0.901553
I23	0.855186
I233	0.911869
I239	0.911102
I24	0.868692
I244	0.913272
I245	0.972455
I248	0.914896
I25	0.886685
I255	0.868635
I26	1.56918
I262	1.74885
I275	0.912281
I283	0.870926
I284	0.875047
I285	0.877194
I286	0.891909
I287	0.898204
I3	1.04585
I30	0.279381
I301	0.878903
I308	0.893859
I31	0.741687
I32	0.943764
I328	0.890695
I33	1.01105
I338	3.14268
I34	1.02643
I35	1.03979
I350	0.898537
I351	0.9062
I36	1.04064
I365	0.912819
I366	0.9129
I368	0.914143
I369	0.984351
I373	1.81817
I39	1.07303
I406	0.846928
I407	0.878113
I415	0.922877
I443	0.731196
I450	0.888393
I452	0.905388
I466	0.904102
I468	0.910231
I469	0.917566
I478	0.804768
I492	0.80941
I493	0.838985
I496	0.856636
I500	0.811893
I501	0.823631
I505	0.842831
I528	5.68596
I534	0.850976
I535	0.852637
I538	0.861446
I54	1.03401
I541	0.862513
I56	1.04651
I57	1.04677
I6	1.75852
I64	1.0575
I66	1.12496
I70	1.0616
I78	1.01525
I79	1.04461
I93	1.04781
I94	1.05146
I97	1.06317
I98	1.07373
