I105	0.656127
I106	0.666425
I110	0.668802
I118	0.67618
I12	0.639244
I147	0.654883
I148	0.65953
I150	0.685863
I151	0.68892
I157	0.686174
I163	0.684733
I172	1.03677
I175	0.455821
I176	0.501071
I177	0.63751
I178	0.637875
I180	0.652325
I181	0.678285
I182	0.681423
I184	0.684502
I185	0.688941
I2	0.459052
I201	0.688761
I207	1.29951
I211	0.662798
I212	0.667586
I221	0.671551
I23	0.663653
I233	0.687876
I239	0.683456
I24	0.672108
I244	0.686505
I245	0.788039
I248	0.687369
I25	0.685507
I255	0.648875
I26	2.21872
I262	1.44127
I275	0.688939
I283	0.652958
I284	0.657504
I285	0.658843
I286	0.681997
I287	0.688161
I3	0.673126
I30	0.114994
I301	0.666558
I308	0.67957
I31	0.424413
I32	0.595077
I328	0.675141
I33	0.645471
I338	2.71609
I34	0.663625
I35	0.674671
I350	0.676413
I351	0.684227
I36	0.677093
I365	0.688423
I366	0.688516
I368	0.690476
I369	0.73354
I373	1.75903
I39	0.686488
I406	0.6094
I407	0.645176
I415	0.673405
I443	0.509206
I450	0.66081
I452	0.682459
I466	0.672565
I468	0.683223
I469	0.690142
I478	0.645919
I492	0.650928
I493	0.673054
I496	0.68973
I500	0.654366
I501	0.666733
I505	0.686188
I528	8.50899
I534	0.682816
I535	0.683836
I538	0.687947
I54	0.670113
I541	0.689023
I56	0.675824
I57	0.67605
I6	1.37058
I64	0.688546
I66	0.803276
I70	0.687893
I78	0.650259
I79	0.671165
I93	0.674946
I94	0.67771
I97	0.683666
I98	0.689076
