I104	0.244008
I105	0.244008
I110	0.244008
I113	0.244008
I115	0.244008
I117	0.288064
I121	0.27959
I129	2.68704
I13	1.67802
I147	0.737029
I150	0.824557
I157	0.824557
I175	0.398665
I176	0.398665
I177	0.562653
I178	0.562653
I179	0.605285
I180	0.638305
I181	0.70558
I182	0.707986
I183	0.708109
I184	0.708109
I2	1.33521
I210	0.640635
I211	0.662607
I221	0.662607
I240	0.662607
I242	0.662607
I255	0.562653
I256	0.57301
I283	0.584594
I284	0.584594
I285	0.587595
I293	0.601959
I30	0.0488486
I302	0.610182
I306	0.704122
I31	0.244008
I32	0.244008
I328	0.585457
I33	0.343314
I34	0.388384
I340	0.585457
I349	0.615236
I350	0.620003
I351	0.62822
I353	0.633489
I36	0.399429
I382	0.398665
I383	0.536128
I384	0.544372
I39	0.432049
I395	0.536128
I403	0.746782
I406	0.398665
I407	0.398665
I412	0.398665
I415	0.420733
I416	0.426485
I419	0.442325
I420	0.446234
I421	0.446234
I437	0.500179
I443	0.53612
I444	0.856169
I445	1.1646
I446	1.18167
I450	1.27511
I462	1.31449
I478	0.53612
I481	0.586959
I483	0.729082
I491	0.53612
I492	0.53612
I493	0.549127
I494	0.549127
I496	0.560787
I500	0.53612
I501	0.53612
I505	0.53612
I506	0.53612
I508	0.545798
I511	0.851325
I534	0.625127
I537	0.644824
I538	0.661917
I54	0.420048
I56	0.478994
I57	0.482019
I58	0.521256
I60	0.482019
I61	0.482019
I66	0.499577
I79	0.347398
I83	0.347398
I87	0.727353
I9	5.55031
I98	0.393182
