I102	1.14432
I104	1.01937
I105	1.05581
I110	1.06896
I118	1.09201
I119	1.35114
I134	1.06216
I137	1.09193
I147	1.03102
I148	1.03433
I157	1.06231
I161	1.06747
I163	1.07527
I170	1.1145
I171	1.23942
I175	0.714531
I176	0.781149
I177	0.903336
I178	0.903561
I180	0.926845
I181	0.953697
I182	0.957407
I183	0.958101
I194	0.960233
I196	0.962026
I2	0.651009
I200	0.954462
I211	0.939229
I220	0.953544
I221	0.94732
I232	0.957046
I233	0.957991
I237	0.960484
I239	0.957188
I240	0.957801
I241	0.959129
I242	0.96355
I255	0.913161
I270	0.951123
I283	0.915552
I284	0.919814
I285	0.922034
I286	0.93727
I287	0.943781
I289	0.944107
I290	0.947031
I293	0.93765
I30	0.295587
I301	0.923801
I302	0.938788
I303	0.94548
I31	0.7838
I32	1.00331
I323	0.947783
I33	1.07315
I34	1.08908
I349	0.925386
I350	0.943985
I351	0.951907
I369	1.0323
I382	0.893369
I383	1.042
I384	1.04342
I39	1.13713
I390	2.35687
I398	1.05711
I399	1.05898
I40	1.13922
I406	0.893775
I407	0.925987
I41	1.13991
I416	0.977121
I419	0.988805
I443	0.766999
I445	0.913648
I450	0.929136
I455	0.94258
I456	0.964026
I478	0.840787
I481	0.896514
I492	0.845573
I496	0.894192
I500	0.848136
I501	0.860232
I502	0.87132
I511	1.52017
I512	1.53244
I514	2.02472
I525	0.865483
I534	0.888292
I54	1.09692
I56	1.10985
I60	1.11313
I73	1.1277
I83	1.10853
I84	1.11318
I85	1.12669
I97	1.12687
