I549	0.563668
I550	0.563668
I551	0.61867
I553	0.61867
I554	0.61867
I558	0.941169
I569	1.00105
I570	1.05218
I571	1.5181
I576	1.02876
I577	1.04859
I581	1.05466
I585	1.04778
I593	0.563668
I598	0.563668
I599	0.563668
I600	0.563668
I603	0.563668
I609	0.764355
I614	1.07127
I616	0.563668
I629	0.578267
I631	0.5816
I650	0.688183
I652	0.714609
I657	0.716616
I658	0.721983
I673	0.820782
I674	0.840431
I675	0.846374
I676	0.846374
I688	0.851068
I689	0.859997
I693	0.851068
I694	0.860083
I702	0.860083
I706	0.871361
I710	3.26314
I715	0.883898
I716	0.883898
I718	0.888216
I722	0.883898
I725	0.883898
I735	0.927928
I738	0.922524
I739	0.98534
I742	1.0556
I745	1.24643
I754	0.184128
I755	0.211236
I756	0.211236
I757	0.211236
I760	0.211236
I761	0.21464
I784	0.213822
I792	0.392695
I793	0.443265
I808	0.489597
I810	0.505561
I811	0.528565
I812	0.536581
I827	0.528565
I829	0.528565
I836	0.539379
I844	0.523933
I847	0.529675
I853	0.505408
I854	0.608694
I855	0.627098
I856	0.627982
I858	0.627982
I861	1.8784
I862	1.93387
I863	1.94297
I864	2.02189
I866	2.28563
I868	2.28563
I875	2.62534
I876	2.66083
I898	8.17807
I900	2.29927
I911	4.98837
I920	2.49257
I926	0.506236
I928	0.421354
I930	0.421354
I937	0.421354
I938	0.421354
I939	0.42425
I942	0.429164
I945	0.421354
I952	0.461346
I956	0.469579
I972	0.184128
I975	0.184128
I976	0.2316
I984	0.197181
I991	0.68318
