I104	0.994454
I105	1.02971
I106	1.04105
I107	1.04857
I110	1.04244
I111	1.05833
I117	1.12052
I12	0.97868
I134	1.03586
I149	1.04759
I150	1.05392
I175	0.605273
I176	0.667597
I177	0.782466
I178	0.782685
I180	0.80501
I181	0.830875
I2	0.805005
I20	1.02476
I201	0.842435
I207	1.55813
I221	0.824752
I222	0.827718
I227	0.830389
I228	0.832371
I240	0.834906
I255	0.791989
I270	0.828888
I273	0.83089
I274	0.83328
I283	0.79432
I284	0.798451
I285	0.800601
I286	0.81534
I287	0.821644
I291	0.982504
I293	0.815708
I30	0.263866
I301	0.802313
I302	0.816856
I305	0.831364
I306	0.875161
I31	0.770178
I311	0.821197
I314	0.824167
I315	0.824796
I319	0.825141
I32	0.978903
I320	0.831816
I328	0.81412
I33	1.04632
I331	0.822069
I34	1.06173
I340	0.820768
I349	0.803849
I35	1.0751
I350	0.821842
I359	1.49773
I36	1.07595
I365	0.836125
I369	0.907596
I37	1.10748
I371	1.43915
I377	0.843169
I382	0.772956
I383	0.908647
I39	1.10829
I4	1.20669
I403	1.39774
I406	0.77335
I407	0.804559
I417	0.854574
I419	0.865416
I433	0.806372
I443	0.656326
I445	0.79679
I455	0.824799
I456	0.845631
I464	0.848672
I468	0.833635
I478	0.728651
I492	0.733291
I493	0.762844
I500	0.735774
I505	0.766776
I507	0.769456
I524	0.769952
I534	0.774535
I536	0.778277
I537	0.782834
I56	1.08185
I70	1.09695
I71	1.09968
I79	1.07987
I81	1.09525
I83	1.08065
I84	1.08515
I97	1.09842
