I549	0.371859
I550	0.372672
I551	0.379411
I552	0.445732
I558	0.438455
I569	0.444653
I571	0.708466
I572	1.16985
I576	0.449292
I585	0.450903
I593	0.470901
I594	0.484596
I598	0.498753
I602	0.54571
I605	0.761543
I620	0.533038
I629	0.521326
I630	0.522162
I631	0.523482
I636	0.941129
I650	0.427027
I651	0.479216
I657	0.497631
I660	0.498761
I673	0.470543
I675	0.486767
I678	0.490041
I688	0.487886
I691	0.495967
I693	0.489101
I715	0.496101
I716	0.50049
I721	0.522009
I725	0.505304
I739	0.510355
I744	7.83506
I754	0.303341
I755	0.314923
I760	0.752091
I761	0.763319
I766	0.770875
I769	1.03271
I773	5.06216
I778	0.766819
I779	0.767087
I782	0.767204
I792	0.362286
I793	0.372213
I795	0.386088
I797	0.388801
I808	0.383461
I809	0.384167
I810	0.389328
I811	0.40281
I812	0.403674
I813	0.40433
I815	0.404749
I827	0.403067
I828	0.408004
I833	0.403868
I834	0.404271
I840	0.395802
I844	0.401348
I848	0.402758
I853	0.386042
I854	0.422354
I861	0.958026
I863	0.990942
I864	1.06891
I867	1.25646
I868	1.28367
I874	1.70884
I880	1.62779
I881	1.68337
I900	1.30952
I902	1.54022
I906	1.64611
I907	2.30806
I916	3.13913
I928	0.380004
I937	0.402985
I939	0.407284
I941	0.407811
I942	0.407631
I945	0.407032
I950	0.512392
I952	0.388805
I956	0.388823
I957	0.399144
I958	0.407259
I959	0.410167
I962	0.416592
I968	0.480115
I972	0.391698
I974	0.565631
I975	0.501343
I976	0.562574
I982	1.21019
